<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379582>	"Ailuridae"	<http://identifiers.org/taxonomy/9649>	"Ailurus fulgens"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1078247>	"Paramelomys moncktoni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442595>	"Paramelomys platyops"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442596>	"Paramelomys rubex"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/121578>	"Parotomys brantsii"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/121579>	"Parotomys littledalei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/243069>	"Parotomys sp. H656"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/491864>	"Parotomys sp. H_656"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/332678>	"Parotomys sp. RMA-2005"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/472713>	"Paruromys dominator"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1478022>	"Paucidentomys vermidax"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/121575>	"Pelomys campanae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/121576>	"Pelomys fallax"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1890045>	"Pelomys sp."
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/248813>	"Phloeomys cumingi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1330388>	"Phloeomys pallidus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/491865>	"Phloeomys sp. 931040"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/333744>	"Phloeomys sp. Bronx Zoo 931040 2000-298"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/332671>	"Phloeomys sp. RMA-2005"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2060321>	"Pithecheir parvus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442598>	"Pogonomelomys mayeri"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/491866>	"Pogonomys loriae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442600>	"Pogonomys macrourus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1078250>	"Pogonomys sp. LMB-2011"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/685446>	"Pogonomys sylvestris"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/666516>	"Praomys cf. jacksoni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1141938>	"Praomys coetzeei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10113>	"Praomys daltoni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209863>	"Praomys degraaffi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/119565>	"Praomys delectorum"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1159791>	"Praomys derooi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/34849>	"Praomys erythroleucus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/447795>	"Praomys fumatus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209864>	"Praomys hartwigi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209866>	"Praomys jacksoni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/666514>	"Praomys lukolelae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/301155>	"Praomys mattheyi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/666515>	"Praomys minor"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209867>	"Praomys misonnei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1116255>	"Praomys morio"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/526885>	"Praomys mutoni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1116256>	"Praomys obscurus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209868>	"Praomys petteri"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/476587>	"Praomys rostratus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1158283>	"Praomys sp. A VN-2012"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1116257>	"Praomys sp. ADM-2011"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1158284>	"Praomys sp. B VN-2012"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1156403>	"Praomys sp. DB-2012"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/666517>	"Praomys sp. DJ043"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/797616>	"Praomys sp. GGD-2010"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1141939>	"Praomys sp. JK-2012"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/666518>	"Praomys sp. LEG0176"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/243070>	"Praomys taitae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/209869>	"Praomys tullbergi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1141936>	"Praomys verschureni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/48139>	"Psammomys obesus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/323362>	"Psammomys vexillaris"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442602>	"Pseudohydromys ellermani"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442603>	"Pseudomys albocinereus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442604>	"Pseudomys apodemoides"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/187268>	"Pseudomys australis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442605>	"Pseudomys bolami"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442606>	"Pseudomys calabyi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/221128>	"Pseudomys chapmani"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442607>	"Pseudomys delicatulus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/221914>	"Pseudomys desertor"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442608>	"Pseudomys fieldi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442609>	"Pseudomys fumeus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442610>	"Pseudomys gracilicaudatus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/221913>	"Pseudomys hermannsburgensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442611>	"Pseudomys higginsi"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442612>	"Pseudomys johnsoni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442613>	"Pseudomys laborifex"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/221912>	"Pseudomys nanus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442614>	"Pseudomys novaehollandiae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442615>	"Pseudomys occidentalis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442616>	"Pseudomys oralis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442617>	"Pseudomys patrius"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442618>	"Pseudomys pilligaensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/442619>	"Pseudomys shortridgei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/69077>	"Rattus andamanensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1799704>	"Rattus annandalei"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/83752>	"Rattus argentiventer"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/83753>	"Rattus baluensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/858503>	"Rattus cf. losea MP-2010"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1676171>	"Rattus cf. moluccarius TJG-2015"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/71422>	"Rattus colletti"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1664380>	"Rattus detentus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/70831>	"Rattus everetti"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/34854>	"Rattus exulans"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2028303>	"Rattus facetus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/69074>	"Rattus flavipectus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10119>	"Rattus fuscipes"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/946981>	"Rattus giluwensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435406>	"Rattus hoffmanni"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10115>	"Rattus leucopus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/69075>	"Rattus losea"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/472760>	"Rattus lutreolus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/570414>	"Rattus macleari"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/83754>	"Rattus moluccarius"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/472761>	"Rattus mordax"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1405178>	"Rattus morotaiensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/570415>	"Rattus nativitatis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/472762>	"Rattus niobe"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/508668>	"Rattus nitidus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10116>	"Rattus norvegicus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/443911>	"Rattus novaeguineae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/349711>	"Rattus praetor"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/583359>	"Rattus pyctoris"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/2552944>	"Rattus ranjiniae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10117>	"Rattus rattus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1227109>	"Rattus sakeratensis"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/69076>	"Rattus satarae"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10120>	"Rattus sordidus"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/10118>	"Rattus sp."
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/1297757>	"Rattus sp. 110316-1"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/71813>	"Rattus sp. 71813"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/95728>	"Rattus sp. 95728"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435435>	"Rattus sp. ABTC 42503"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435436>	"Rattus sp. ABTC 42808"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435437>	"Rattus sp. ABTC 43216"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435438>	"Rattus sp. ABTC 43510"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435439>	"Rattus sp. ABTC 43874"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435440>	"Rattus sp. ABTC 43906"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435441>	"Rattus sp. ABTC 44036"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435442>	"Rattus sp. ABTC 44037"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435443>	"Rattus sp. ABTC 44058"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435444>	"Rattus sp. ABTC 44065"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435446>	"Rattus sp. ABTC 44796"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435447>	"Rattus sp. ABTC 44797"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435448>	"Rattus sp. ABTC 44857"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435449>	"Rattus sp. ABTC 44858"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435450>	"Rattus sp. ABTC 45161"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435451>	"Rattus sp. ABTC 45409"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435452>	"Rattus sp. ABTC 45756"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435453>	"Rattus sp. ABTC 45966"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435454>	"Rattus sp. ABTC 47145"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435455>	"Rattus sp. ABTC 47224"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435456>	"Rattus sp. ABTC 47232"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435457>	"Rattus sp. ABTC 47271"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435458>	"Rattus sp. ABTC 47273"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435459>	"Rattus sp. ABTC 47307"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435460>	"Rattus sp. ABTC 47343"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435461>	"Rattus sp. ABTC 47988"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435462>	"Rattus sp. ABTC 47992"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435463>	"Rattus sp. ABTC 47994"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435464>	"Rattus sp. ABTC 47995"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435465>	"Rattus sp. ABTC 47996"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435466>	"Rattus sp. ABTC 47997"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435467>	"Rattus sp. ABTC 47998"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435468>	"Rattus sp. ABTC 47999"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435469>	"Rattus sp. ABTC 48000"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435470>	"Rattus sp. ABTC 48004"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435471>	"Rattus sp. ABTC 48005"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435472>	"Rattus sp. ABTC 48962"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435473>	"Rattus sp. ABTC 48963"
<http://identifiers.org/taxonomy/9989>	"Rodentia"	<http://identifiers.org/taxonomy/10066>	"Muridae"	<http://identifiers.org/taxonomy/435474>	"Rattus sp. ABTC 49035"
